rank,stable_alpha_score,composite_score,decision,risk_flags,aggressive_rank,robust_rank,candidate_id,candidate_label,source_kind,experiment_dir,source_file,rank_ic_mean,worst_fold,top5_mean_return,top5_return_min_by_fold,cumulative_return_after_cost,sharpe_after_cost,max_drawdown_after_cost,avg_turnover,slice_score,single_slice_score,result_valid,result_validator_status,score_rank_ic,score_worst_fold,score_top5,score_return,score_sharpe,drawdown_penalty,turnover_penalty,slice_score_component,available_metric_count
109,0.3816677900428156,0.3816677900428156,adopt,通过硬性规则,100.0,108.0,22b5e69f33,mt075_tc0020_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.8078128838838652,3.7575380946127375,-0.0747809650633601,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.43320070507918523,0.7239286813995366,0.2769603964727006,0.48836598435412826,0.0,6
110,0.3816677900428156,0.3816677900428156,adopt,通过硬性规则,101.0,109.0,4fc63788c1,mt075_tc0020_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.8078128838838652,3.7575380946127375,-0.0747809650633601,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.43320070507918523,0.7239286813995366,0.2769603964727006,0.48836598435412826,0.0,6
111,0.3816677900428156,0.3816677900428156,adopt,通过硬性规则,102.0,110.0,b5400b0ded,mt075_tc0020_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.8078128838838652,3.7575380946127375,-0.0747809650633601,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.43320070507918523,0.7239286813995366,0.2769603964727006,0.48836598435412826,0.0,6
112,0.3776004753420049,0.3776004753420049,adopt,通过硬性规则,113.0,78.0,4aedb42f3a,mt065_tc0020_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.7293116626310157,3.7841813073241344,-0.0655584167480279,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.3843377605989614,0.7304341662190116,0.21742132918504992,0.2988990049231614,0.0,6
113,0.3776004753420049,0.3776004753420049,adopt,通过硬性规则,114.0,79.0,233887d120,mt065_tc0020_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.7293116626310157,3.7841813073241344,-0.0655584167480279,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.3843377605989614,0.7304341662190116,0.21742132918504992,0.2988990049231614,0.0,6
114,0.3776004753420049,0.3776004753420049,adopt,通过硬性规则,115.0,80.0,d7f3f14489,mt065_tc0020_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.7293116626310157,3.7841813073241344,-0.0655584167480279,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.3843377605989614,0.7304341662190116,0.21742132918504992,0.2988990049231614,0.0,6
115,0.37502938049202783,0.37502938049202783,adopt,通过硬性规则,103.0,170.0,ce04bdf151,mt100_tc0030_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0142391269164844,,0.9382427222195716,3.4348435670136817,-0.0989939560628282,0.956671403522694,,,,unknown,0.6188770278500356,0.0,0.4711076023973694,0.5143865241970101,0.645136218442346,0.4332749909927385,0.9163974652610829,0.0,6
116,0.37394127789566745,0.37394127789566745,adopt,通过硬性规则,104.0,174.0,a9c2cecaf3,mt100_tc0030_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0142146364640627,,0.9354747024307236,3.426201464394323,-0.0994267311740301,0.956448226897077,,,,unknown,0.6188770278500356,0.0,0.4702908819483816,0.5126635752402418,0.643026072492322,0.43606890711930774,0.9159496191896115,0.0,6
117,0.37288341160566696,0.37288341160566696,adopt,通过硬性规则,108.0,175.0,5fffb1c854,mt100_tc0030_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,0.9327449118246358,3.417798074610522,-0.0998084492769324,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.5109644219697688,0.6409742131590345,0.4385332086373417,0.9156333261597249,0.0,6
118,0.37288341160566696,0.37288341160566696,adopt,通过硬性规则,109.0,176.0,8dc70ddb58,mt100_tc0030_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,0.9327449118246358,3.417798074610522,-0.0998084492769324,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.5109644219697688,0.6409742131590345,0.4385332086373417,0.9156333261597249,0.0,6
119,0.3728834116056669,0.3728834116056669,adopt,通过硬性规则,110.0,177.0,94abb231e3,mt100_tc0030_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,0.9327449118246358,3.417798074610521,-0.0998084492769324,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.5109644219697688,0.6409742131590342,0.4385332086373417,0.9156333261597249,0.0,6
120,0.3728834116056669,0.3728834116056669,adopt,通过硬性规则,111.0,178.0,4dc684cd78,mt100_tc0030_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0141906158096284,,0.9327449118246358,3.417798074610521,-0.0998084492769324,0.9562906075371832,,,,unknown,0.6188770278500356,0.0,0.4694898285690173,0.5109644219697688,0.6409742131590342,0.4385332086373417,0.9156333261597249,0.0,6
121,0.3715625110701629,0.3715625110701629,adopt,通过硬性规则,116.0,153.0,771b4e92a8,mt085_tc0030_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130502574070584,,0.8489361227972281,3.483489240366959,-0.0880243105422806,0.8405979007974661,,,,unknown,0.6188770278500356,0.0,0.4314605586103801,0.45879779144040783,0.6570140536329013,0.36245698707035584,0.6834740484216305,0.0,6
122,0.3711558013085887,0.3711558013085887,adopt,通过硬性规则,128.0,33.0,5f373f5c81,mt050_tc0020_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090666792501903,,0.6084954725066993,3.8248351998473034,-0.0511761265716367,0.5,,,,unknown,0.6188770278500356,0.0,0.29861410543613925,0.30913593958089225,0.7403606448132732,0.12457192213568945,0.0,0.0,6
123,0.37089732161758215,0.37089732161758215,adopt,通过硬性规则,117.0,154.0,49794c9f1f,mt085_tc0030_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130334935484191,,0.8471628092704959,3.4778878477355413,-0.0881887314927069,0.8403791857124787,,,,unknown,0.6188770278500356,0.0,0.4309015086623062,0.4576939956137971,0.6556463591612801,0.3635184583358038,0.6830351552744994,0.0,6
124,0.3708260003042397,0.3708260003042397,adopt,通过硬性规则,93.0,159.0,54cb2cde04,risk_adjusted_return__cross_section_rank,training_dir,app\model\label_variant_search\experiments\risk_adjusted_return__cross_section_rank,app\model\label_variant_search\experiments\risk_adjusted_return__cross_section_rank\metrics.csv;app\model\label_variant_search\experiments\risk_adjusted_return__cross_section_rank\walk_forward_metrics.csv;app\model\label_variant_search\experiments\risk_adjusted_return__cross_section_rank\fold_results.csv;app\model\label_variant_search\experiments\risk_adjusted_return__cross_section_rank\fold_diagnostics.csv,-0.0100752967793884,-0.0100752967793884,0.0110967065123444,0.0110967065123444,1.014708484989583,3.426616345838616,-0.0892656653290886,0.8847291311621089,,0.007398193879348,,unknown,0.22031612314086277,0.623036092564498,0.36631251902424156,0.561982501192507,0.6431273742747672,0.37047094413000464,0.7720317013270896,0.14434036072762937,9
125,0.37061801347018447,0.37061801347018447,adopt,通过硬性规则,74.0,149.0,0c78838727,cap_0.14,summary_table,app\model\weight_cap_search,app\model\weight_cap_search\weight_cap_summary.csv,,,0.021069069815754,,0.8592601116172436,3.891289980166005,-0.0779891710880157,0.8346766078280192,,0.021069069815754,True,pass,0.0,0.0,0.6988761194995681,0.4652239397789416,0.7565869373864629,0.29767198158384195,0.6715918551719282,0.65964304026596,6
126,0.3705335591821814,0.3705335591821814,adopt,通过硬性规则,132.0,34.0,0da84a2d60,mt050_tc0020_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090481442527131,,0.6067461073884888,3.820419517047523,-0.051282386580321,0.5,,,,unknown,0.6188770278500356,0.0,0.2979959906213981,0.3080470503982458,0.7392824656262227,0.1252579171113431,0.0,0.0,6
127,0.370221156761554,0.370221156761554,adopt,通过硬性规则,118.0,155.0,2ec5b2639a,mt085_tc0030_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,0.84527141697028,3.472198889581346,-0.0882904583595691,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.45651670186625015,0.6542572837779307,0.3641751881857306,0.6826703793987383,0.0,6
128,0.370221156761554,0.370221156761554,adopt,通过硬性规则,119.0,156.0,492d8c6e91,mt085_tc0030_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,0.84527141697028,3.472198889581346,-0.0882904583595691,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.45651670186625015,0.6542572837779307,0.3641751881857306,0.6826703793987383,0.0,6
129,0.3702211567615539,0.3702211567615539,adopt,通过硬性规则,120.0,157.0,4201ea46e5,mt085_tc0030_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,0.84527141697028,3.4721988895813456,-0.0882904583595691,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.45651670186625015,0.6542572837779306,0.3641751881857306,0.6826703793987383,0.0,6
130,0.37022115676155387,0.37022115676155387,adopt,通过硬性规则,121.0,158.0,7a7599013f,mt085_tc0030_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0130157064548046,,0.8452714169702795,3.472198889581346,-0.0882904583595691,0.8401974057343907,,,,unknown,0.6188770278500356,0.0,0.43030833533774354,0.4565167018662499,0.6542572837779307,0.3641751881857306,0.6826703793987383,0.0,6
131,0.37013696543267965,0.37013696543267965,adopt,通过硬性规则,122.0,122.0,568f91df89,mt075_tc0030_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0121378283928215,,0.7838942408990897,3.522954033825165,-0.078561260834968,0.7479405607266816,,,,unknown,0.6188770278500356,0.0,0.4010323974092104,0.41831258861991477,0.6666501893920191,0.3013652872488003,0.4975395867415014,0.0,6
132,0.3698935058066015,0.3698935058066015,adopt,通过硬性规则,133.0,38.0,a9247c25d9,mt050_tc0020_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.6049291662104783,3.8159414898898247,-0.0513891141638247,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.3069160986182856,0.7381890637902219,0.12594693066360732,0.0,0.0,6
133,0.36989350580660146,0.36989350580660146,adopt,通过硬性规则,134.0,39.0,60958255a4,mt050_tc0020_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.6049291662104783,3.815941489889824,-0.0513891141638247,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.3069160986182856,0.7381890637902216,0.12594693066360732,0.0,0.0,6
134,0.3698935058066014,0.3698935058066014,adopt,通过硬性规则,135.0,40.0,f2a9c96dae,mt050_tc0020_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.6049291662104783,3.815941489889823,-0.0513891141638247,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.3069160986182856,0.7381890637902214,0.12594693066360732,0.0,0.0,6
135,0.3698935058066014,0.3698935058066014,adopt,通过硬性规则,136.0,41.0,4602c9d634,mt050_tc0020_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.6049291662104783,3.815941489889823,-0.0513891141638247,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.3069160986182856,0.7381890637902214,0.12594693066360732,0.0,0.0,6
136,0.3693006669517323,0.3693006669517323,adopt,通过硬性规则,123.0,126.0,0ee8e34f3b,mt075_tc0030_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0121136696502581,,0.7813622086603562,3.517034070345812,-0.0786522926896868,0.7479524393911527,,,,unknown,0.6188770278500356,0.0,0.40022673899451,0.4167365296907821,0.6652047093380953,0.30195297207712607,0.4975634235263933,0.0,6
137,0.3684398291807879,0.3684398291807879,adopt,通过硬性规则,124.0,127.0,9516d662ac,mt075_tc0030_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.7787639548011647,3.510835948829477,-0.0787346874060654,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.4151192512326767,0.6636913113154712,0.30248489713676024,0.49758787146422556,0.0,6
138,0.3684398291807879,0.3684398291807879,adopt,通过硬性规则,125.0,128.0,29b0a20932,mt075_tc0030_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.7787639548011647,3.510835948829477,-0.0787346874060654,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.4151192512326767,0.6636913113154712,0.30248489713676024,0.49758787146422556,0.0,6
139,0.3684398291807879,0.3684398291807879,adopt,通过硬性规则,126.0,129.0,e0b705ccc8,mt075_tc0030_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.7787639548011647,3.510835948829477,-0.0787346874060654,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.4151192512326767,0.6636913113154712,0.30248489713676024,0.49758787146422556,0.0,6
140,0.3684398291807879,0.3684398291807879,adopt,通过硬性规则,127.0,130.0,5df050ae38,mt075_tc0030_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0120888549001074,,0.7787639548011647,3.510835948829477,-0.0787346874060654,0.7479646226135058,,,,unknown,0.6188770278500356,0.0,0.3993992036948092,0.4151192512326767,0.6636913113154712,0.30248489713676024,0.49758787146422556,0.0,6
141,0.36564106896769694,0.36564106896769694,adopt,通过硬性规则,137.0,102.0,77a52a81c6,mt065_tc0030_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0110423040651191,,0.7043150592808485,3.554698433458628,-0.0687487234651028,0.6500000000003868,,,,unknown,0.6188770278500356,0.0,0.36449827768811527,0.36877866964215594,0.6744012332378125,0.23801735967484242,0.3010033444817745,0.0,6
142,0.36548428265304295,0.36548428265304295,adopt,通过硬性规则,143.0,48.0,4e02930b80,mt050_tc0020_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0088185506435075,,0.5854724972089977,3.8099111673976,-0.0512006455368171,0.5000000000000969,,,,unknown,0.6188770278500356,0.0,0.2903393825536361,0.2948053298682399,0.7367166373281936,0.1247302120429673,1.9449325093561344e-13,0.0,6
143,0.36548428265304295,0.36548428265304295,adopt,通过硬性规则,144.0,49.0,825069e2ce,mt050_tc0020_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0088185506435075,,0.5854724972089977,3.8099111673976,-0.0512006455368171,0.5000000000000969,,,,unknown,0.6188770278500356,0.0,0.2903393825536361,0.2948053298682399,0.7367166373281936,0.1247302120429673,1.9449325093561344e-13,0.0,6
144,0.36548428265304295,0.36548428265304295,adopt,通过硬性规则,145.0,50.0,27e44d3efc,mt050_tc0020_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0088185506435075,,0.5854724972089977,3.8099111673976,-0.0512006455368171,0.5000000000000969,,,,unknown,0.6188770278500356,0.0,0.2903393825536361,0.2948053298682399,0.7367166373281936,0.1247302120429673,1.9449325093561344e-13,0.0,6
145,0.3649195726930588,0.3649195726930588,adopt,通过硬性规则,138.0,103.0,c0cfb4c565,mt065_tc0030_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.011021862702888,,0.7022673341233876,3.5491919032396435,-0.0688331342218846,0.650000000000366,,,,unknown,0.6188770278500356,0.0,0.36381658842195397,0.3675040667877941,0.6730567013626361,0.2385622999186878,0.30100334448173266,0.0,6
146,0.36414555158169887,0.36414555158169887,adopt,通过硬性规则,139.0,105.0,0e81c6fac0,mt065_tc0030_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.7000101504207037,3.5435154101461626,-0.0689180220561874,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.3660990868373465,0.671670669578575,0.23911032008682886,0.3010033444816932,0.0,6
147,0.36414555158169887,0.36414555158169887,adopt,通过硬性规则,140.0,106.0,0fb01d50ef,mt065_tc0030_equal_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.7000101504207037,3.543515410146162,-0.0689180220561874,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.3660990868373465,0.6716706695785749,0.23911032008682886,0.3010033444816932,0.0,6
148,0.36414555158169887,0.36414555158169887,adopt,通过硬性规则,141.0,107.0,90cf2e6e38,mt065_tc0030_equal_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.7000101504207037,3.543515410146162,-0.0689180220561874,0.6500000000003463,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.3660990868373465,0.6716706695785749,0.23911032008682886,0.3010033444816932,0.0,6
149,0.36414555158169887,0.36414555158169887,adopt,通过硬性规则,142.0,104.0,b0e7c36bda,mt065_tc0030_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0109992628715957,,0.7000101504207037,3.543515410146162,-0.0689180220561874,0.6500000000003462,,,,unknown,0.6188770278500356,0.0,0.3630629173977412,0.3660990868373465,0.6716706695785749,0.23911032008682886,0.30100334448169297,0.0,6
150,0.3612795802767578,0.3612795802767578,adopt,通过硬性规则,129.0,179.0,4f2b3e2ab5,mt100_tc0030_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,0.8676072932178591,3.382827558823528,-0.0956965367571879,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.47041962800656156,0.6324354471308601,0.4119874614291653,0.8651574464499011,0.0,6
151,0.3612795802767578,0.3612795802767578,adopt,通过硬性规则,130.0,180.0,978dee1cf2,mt100_tc0030_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,0.8676072932178591,3.382827558823528,-0.0956965367571879,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.47041962800656156,0.6324354471308601,0.4119874614291653,0.8651574464499011,0.0,6
152,0.3612795802767578,0.3612795802767578,adopt,通过硬性规则,131.0,181.0,5d23c6e96c,mt100_tc0030_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.01351433992804,,0.8676072932178591,3.382827558823528,-0.0956965367571879,0.9311367941484036,,,,unknown,0.6188770278500356,0.0,0.44693702586288564,0.47041962800656156,0.6324354471308601,0.4119874614291653,0.8651574464499011,0.0,6
153,0.3576040306185133,0.3576040306185133,adopt,通过硬性规则,146.0,160.0,fd4c8aa31f,mt085_tc0030_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.78467617861397,3.4327739320114383,-0.087036453032291,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.41879930434916596,0.6446308747649603,0.35607956157505083,0.6480754507513997,0.0,6
154,0.3576040306185133,0.3576040306185133,adopt,通过硬性规则,147.0,161.0,53167a2898,mt085_tc0030_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.78467617861397,3.4327739320114383,-0.087036453032291,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.41879930434916596,0.6446308747649603,0.35607956157505083,0.6480754507513997,0.0,6
155,0.3576040306185133,0.3576040306185133,adopt,通过硬性规则,148.0,162.0,76a1ec1cec,mt085_tc0030_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0123820481202893,,0.78467617861397,3.4327739320114383,-0.087036453032291,0.8229575996250988,,,,unknown,0.6188770278500356,0.0,0.4091767649380213,0.41879930434916596,0.6446308747649603,0.35607956157505083,0.6480754507513997,0.0,6
156,0.3572395820668054,0.3572395820668054,adopt,通过硬性规则,149.0,146.0,172057be86,mt075_tc0030_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.7296545416143201,3.4798120375251305,-0.0782996704044681,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.3845511850076171,0.656116189417922,0.2996765077801748,0.48836598435412826,0.0,6
157,0.3572395820668054,0.3572395820668054,adopt,通过硬性规则,150.0,147.0,fe2f093bb6,mt075_tc0030_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.7296545416143201,3.4798120375251305,-0.0782996704044681,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.3845511850076171,0.656116189417922,0.2996765077801748,0.48836598435412826,0.0,6
158,0.3572395820668054,0.3572395820668054,adopt,通过硬性规则,151.0,148.0,ee92500010,mt075_tc0030_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0115883082169991,,0.7296545416143201,3.4798120375251305,-0.0782996704044681,0.7433690488702981,,,,unknown,0.6188770278500356,0.0,0.3827067104436293,0.3845511850076171,0.656116189417922,0.2996765077801748,0.48836598435412826,0.0,6
159,0.3555832409397346,0.3555832409397346,adopt,通过硬性规则,152.0,119.0,b3424f4d0b,mt065_tc0030_blend_0.5_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.6638273174797311,3.52058035458686,-0.0686328539717776,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.343577147319523,0.6660706071014612,0.23726932764250203,0.2988990049231614,0.0,6
160,0.3555832409397346,0.3555832409397346,adopt,通过硬性规则,153.0,120.0,a4be9e0f44,mt065_tc0030_equal_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.6638273174797311,3.52058035458686,-0.0686328539717776,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.343577147319523,0.6660706071014612,0.23726932764250203,0.2988990049231614,0.0,6
161,0.3555832409397346,0.3555832409397346,adopt,通过硬性规则,154.0,121.0,18595ebebe,mt065_tc0030_pred_cap0.18,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0106232130278324,,0.6638273174797311,3.52058035458686,-0.0686328539717776,0.6489513374536758,,,,unknown,0.6188770278500356,0.0,0.35052221002526235,0.343577147319523,0.6660706071014612,0.23726932764250203,0.2988990049231614,0.0,6
162,0.35293130863517364,0.35293130863517364,adopt,通过硬性规则,155.0,72.0,30fb0ddeb6,mt050_tc0030_pred_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090666792501903,,0.5613100676943932,3.5877590076981565,-0.0535708642166564,0.5,,,,unknown,0.6188770278500356,0.0,0.29861410543613925,0.27976546892038756,0.6824736480088126,0.1400319057441312,0.0,0.0,6
163,0.3523021546366883,0.3523021546366883,adopt,通过硬性规则,156.0,73.0,78a4f23e56,mt050_tc0030_blend_0.5_capnone,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090481442527131,,0.5596111894177878,3.583071664108656,-0.0536769093935712,0.5,,,,unknown,0.6188770278500356,0.0,0.2979959906213981,0.27870800518181654,0.6813291372887479,0.14071651380558908,0.0,0.0,6
164,0.35165448561966606,0.35165448561966606,adopt,通过硬性规则,157.0,74.0,c98cf57277,mt050_tc0030_pred_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.5578466865889051,3.5783025836445463,-0.0537834212034934,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.27760969355829185,0.6801646688405097,0.1414041343634933,0.0,0.0,6
165,0.351654485619666,0.351654485619666,adopt,通过硬性规则,158.0,75.0,df6a55b91a,mt050_tc0030_blend_0.5_cap0.20,summary_table,app\model\turnover_stress_test,app\model\turnover_stress_test\turnover_stress_summary.csv,0.0279820872110249,,0.0090288652017931,,0.5578466865889051,3.578302583644546,-0.0537834212034934,0.5,,,,unknown,0.6188770278500356,0.0,0.29735306272230017,0.27760969355829185,0.6801646688405096,0.1414041343634933,0.0,0.0,6
